Fecha,Campaña,Set anuncios,Anuncio,Plataforma,Objetivo,Tipo de resultado,Resultados,Coste,Alcance,Impresiones,Recuerdo anuncio estimado,Clics en link,Vistas,Clics (todos),Engagement en página,Follows o likes,Visitas a perfil IG,Leads,Leads de sitio web,Meta leads,Ventas
2025-02-17,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,4,4.42,663,691,0,8,691,12,10,0,8,2,2,0,0.0
2025-02-17,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,5.28,826,854,0,20,909,38,199,0,20,0,0,0,0.0
2025-02-06,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,2.23,302,314,0,3,333,6,82,0,3,0,0,0,0.0
2025-02-21,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,3.29,481,490,0,16,545,20,158,0,5,0,0,0,0.0
2025-02-22,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,2.16,235,241,0,5,241,9,6,0,4,0,0,0,0.0
2025-02-03,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,1.06,208,216,0,4,216,10,4,0,7,0,0,0,0.0
2025-02-03,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,5.65,931,973,0,16,1018,25,258,0,13,0,0,0,0.0
2025-02-11,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,3.84,601,621,0,10,621,20,10,0,15,0,0,0,0.0
2025-02-17,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,2.55,390,398,0,9,420,12,120,0,5,0,0,0,0.0
2025-02-08,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,5.56,953,996,0,19,1095,34,249,0,22,0,0,0,0.0
2025-02-08,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,3.86,541,564,0,8,564,14,8,0,10,0,0,0,0.0
2025-02-11,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,4,5.58,825,854,0,14,919,20,222,0,12,2,2,0,0.0
2025-01-29,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,0.96,164,167,0,2,167,3,2,0,1,0,0,0,0.0
2025-02-19,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,5.6,969,997,0,22,1058,36,207,0,19,0,0,0,0.0
2025-02-19,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,2.54,346,358,0,6,359,10,6,0,6,0,0,0,0.0
2025-02-12,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,6.18,900,926,0,17,1009,26,249,0,14,0,0,0,0.0
2025-01-31,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,4.9,785,818,0,27,884,41,227,0,22,0,0,0,0.0
2025-02-01,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,1.06,185,189,0,4,190,5,4,0,2,0,0,0,0.0
2025-02-20,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,1.86,295,304,0,5,304,9,5,0,7,0,0,0,0.0
2025-02-20,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,2.91,461,472,0,5,524,8,149,0,4,0,0,0,0.0
2025-01-29,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,4,4.31,719,750,0,13,781,30,189,0,25,2,2,0,0.0
2025-02-21,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,1.7,224,229,0,1,229,2,2,0,3,0,0,0,0.0
2025-02-21,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,7.31,1115,1138,0,23,1253,37,271,0,20,0,0,0,0.0
2025-02-18,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,4,4.7,655,678,0,7,678,9,7,0,5,2,2,0,0.0
2025-02-18,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,4.9,779,814,0,14,858,20,179,0,7,0,0,0,0.0
2025-02-07,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,2.08,298,306,0,8,336,8,95,0,1,0,0,0,0.0
2025-02-20,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,5.34,857,884,0,19,927,25,196,0,9,0,0,0,0.0
2025-02-07,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,3.91,725,753,0,8,800,20,173,0,14,0,0,0,0.0
2025-02-19,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,3.98,671,687,0,5,758,8,186,0,3,0,0,0,0.0
2025-02-07,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,4.01,628,668,0,15,668,22,16,0,18,0,0,0,0.0
2025-02-18,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,2.42,340,351,0,3,381,6,104,0,3,0,0,0,0.0
2025-02-01,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,0.93,109,112,0,4,127,7,40,0,1,0,0,0,0.0
2025-02-12,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,3.93,638,664,0,8,665,17,8,0,17,0,0,0,0.0
2025-02-06,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,3.16,497,521,0,8,521,12,8,0,12,0,0,0,0.0
2025-01-31,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0.0
2025-02-06,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,3.89,699,732,0,17,771,31,172,0,21,0,0,0,0.0
2025-02-01,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,5.7,846,878,0,24,929,30,231,0,13,0,0,0,0.0
2025-02-22,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,4,3.28,418,432,0,8,494,12,137,0,4,2,2,0,0.0
2025-02-23,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,2.94,376,396,0,2,396,3,2,0,1,0,0,0,0.0
2025-02-14,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,2.64,295,303,0,3,328,3,89,0,0,0,0,0,0.0
2025-02-22,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,7.24,1040,1077,0,23,1172,40,264,0,25,0,0,0,0.0
2025-02-23,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,4,4.12,522,552,0,14,592,20,127,0,8,2,2,0,0.0
2025-01-29,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,0.96,154,155,0,1,185,2,50,0,4,0,0,0,0.0
2025-01-31,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,1.44,193,197,0,2,219,2,64,0,3,0,0,0,0.0
2025-02-23,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,4.4,582,594,0,23,644,30,219,0,9,0,0,0,0.0
2025-02-02,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,0.85,151,158,0,2,158,2,2,0,2,0,0,0,0.0
2025-02-13,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,4.86,646,656,0,6,718,11,144,0,6,0,0,0,0.0
2025-02-05,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,1.59,268,282,0,3,316,7,91,0,7,0,0,0,0.0
2025-02-15,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,6.0,757,782,0,8,782,16,8,0,11,0,0,0,0.0
2025-02-14,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,5.1,716,740,0,11,790,17,155,0,7,0,0,0,0.0
2025-02-15,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,4.3,699,730,0,14,802,21,159,0,11,0,0,0,0.0
2025-02-10,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,2.78,415,420,0,7,473,11,122,0,5,0,0,0,0.0
2025-02-13,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,3.17,452,462,0,3,463,9,3,0,9,0,0,0,0.0
2025-02-04,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,0.83,117,118,0,4,129,7,47,0,4,0,0,0,0.0
2025-02-15,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,2.22,308,315,0,1,340,3,94,0,2,0,0,0,0.0
2025-02-10,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,7.8,1060,1090,0,18,1144,32,248,0,13,0,0,0,0.0
2025-02-10,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,4,2.6,407,417,0,4,418,13,4,0,14,2,2,0,0.0
2025-01-30,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,1.2,161,162,0,3,179,6,53,0,5,0,0,0,0.0
2025-02-02,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,5.68,972,1011,0,18,1085,30,242,0,23,0,0,0,0.0
2025-02-14,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,4.31,601,621,0,4,621,7,4,0,5,0,0,0,0.0
2025-02-09,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,3.43,449,459,0,5,511,9,132,0,5,0,0,0,0.0
2025-02-04,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,4.57,704,716,0,9,753,17,177,0,10,0,0,0,0.0
2025-02-11,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,2.36,313,323,0,4,354,8,100,0,11,0,0,0,0.0
2025-02-13,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,2.27,273,277,0,3,294,9,81,0,8,0,0,0,0.0
2025-02-16,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,4.19,640,656,0,8,657,13,8,0,11,0,0,0,0.0
2025-02-16,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,4.83,749,774,0,15,848,25,156,0,12,0,0,0,0.0
2025-02-05,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,3.25,541,563,0,5,564,9,5,0,10,0,0,0,0.0
2025-02-05,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,4,3.57,573,591,0,17,649,26,166,0,15,2,2,0,0.0
2025-02-12,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,1.78,253,261,0,4,287,9,72,0,5,0,0,0,0.0
2025-02-16,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,8,2.72,358,369,0,10,392,14,109,0,7,4,4,0,0.0
2025-02-04,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,4,1.02,170,174,0,1,174,2,1,0,3,2,2,0,0.0
2025-02-02,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,1.38,173,175,0,6,197,8,60,0,5,0,0,0,0.0
2025-02-09,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,6.43,981,1010,0,25,1109,40,246,0,20,0,0,0,0.0
2025-02-09,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,1.85,317,324,0,6,324,14,6,0,9,0,0,0,0.0
2025-01-30,Clientes_potenciales_ig,Clientes_potenciales,Copia_clientes_potenciales,instagram,Leads,Meta leads,0,5.6,937,970,0,22,1056,37,249,0,24,0,0,0,0.0
2025-01-30,Clientes_potenciales_ig,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Meta leads,0,0.24,34,35,0,0,35,0,0,0,1,0,0,0,0.0
2025-02-20,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,audience_network,Leads,Leads de sitio web,0,0.0,2,4,0,0,4,0,3,0,0,0,0,0,0.0
2025-02-20,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,4.37,1091,1178,0,18,1103,20,262,0,0,0,0,0,0.0
2025-01-31,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,0.87,232,264,0,3,268,4,55,0,0,0,0,0,0.0
2025-01-31,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,4,3.96,568,620,0,11,662,22,166,0,11,4,4,0,0.0
2025-01-30,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,0.72,139,165,0,7,165,8,46,0,0,0,0,0,0.0
2025-02-19,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,4.52,891,946,0,11,970,17,238,0,6,0,0,0,0.0
2025-02-20,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,5.53,943,976,0,8,976,17,226,0,9,0,0,0,0.0
2025-02-19,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,5.55,1423,1546,0,17,1464,22,344,0,0,0,0,0,0.0
2025-02-21,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,audience_network,Leads,Leads de sitio web,0,0.06,10,14,0,2,14,2,11,0,0,0,0,0,0.0
2025-01-30,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,1,3.89,549,584,0,7,602,15,162,0,9,1,1,0,0.0
2025-02-15,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,1.22,422,499,0,6,504,14,102,0,0,0,0,0,0.0
2025-02-21,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,15.03,2690,2918,0,28,2998,49,711,0,21,0,0,0,0.0
2025-02-22,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,14.19884615,2529,2797,0,20,2903,33,587,0,14,0,0,0,0.0
2025-02-22,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,audience_network,Leads,Leads de sitio web,0,0.0399686,16,16,0,0,16,0,14,0,0,0,0,0,0.0
2025-02-22,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,11.22118524,2865,3139,0,42,3071,55,693,0,0,0,0,0,0.0
2025-02-14,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,9.3,1692,1859,0,13,1920,20,435,0,6,0,0,0,0.0
2025-02-14,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,1.28,360,423,0,9,416,10,100,0,0,0,0,0,0.0
2025-02-21,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,9.2,2292,2594,0,40,2469,49,562,1,0,0,0,0,0.0
2025-02-05,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,0.28,91,98,0,0,93,1,15,0,0,0,0,0,0.0
2025-02-09,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,2,10.24,1418,1493,0,24,1584,33,398,0,9,2,2,0,0.0
2025-02-09,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,1.09,224,258,0,4,255,5,53,0,0,0,0,0,0.0
2025-02-10,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,9.57,1353,1444,0,22,1481,35,387,0,13,0,0,0,0.0
2025-02-10,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,0.59,154,180,0,1,182,1,33,0,0,0,0,0,0.0
2025-02-11,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,8.99,1234,1295,0,14,1317,30,366,0,16,0,0,0,0.0
2025-02-13,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,1.19,282,317,0,11,308,12,88,0,0,0,0,0,0.0
2025-02-13,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,7.88,1189,1275,0,19,1260,25,327,0,6,0,0,0,0.0
2025-02-13,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,audience_network,Leads,Leads de sitio web,0,0.03,2,8,0,0,8,0,8,0,0,0,0,0,0.0
2025-02-03,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,0.37,107,115,0,1,115,1,22,0,0,0,0,0,0.0
2025-02-03,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,3.52,539,572,0,8,592,13,161,0,5,0,0,0,0.0
2025-02-04,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,0.49,125,141,0,2,134,3,30,0,0,0,0,0,0.0
2025-02-12,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,1.11,229,266,0,5,254,4,57,0,0,0,0,0,0.0
2025-02-12,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,9.04,1449,1582,0,34,1628,50,478,0,18,0,0,0,0.0
2025-02-04,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,6,5.45,768,811,0,14,845,27,234,0,11,6,6,0,0.0
2025-02-11,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,audience_network,Leads,Leads de sitio web,0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,0.0
2025-02-05,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,5.01,643,685,0,14,720,23,195,0,9,0,0,0,0.0
2025-02-15,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,7.54,1398,1496,0,17,1493,31,362,0,14,0,0,0,79.0
2025-02-02,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,5.16,879,936,0,11,1001,17,232,0,6,0,0,0,0.0
2025-02-01,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,0.79,143,176,0,0,172,1,34,0,0,0,0,0,0.0
2025-02-06,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,0.41,95,105,0,3,104,3,22,0,0,0,0,0,0.0
2025-02-18,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,5.9,1636,1820,0,34,1745,44,403,0,0,0,0,0,0.0
2025-02-18,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,2,3.98,658,704,0,9,757,11,167,0,2,2,2,0,0.0
2025-02-06,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,2,4.69,644,680,0,8,695,15,178,0,7,2,2,0,0.0
2025-02-07,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,audience_network,Leads,Leads de sitio web,0,0.00994956,1,1,0,0,1,0,1,0,0,0,0,0,0.0
2025-02-07,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,0.39798235,106,111,0,1,111,1,28,0,0,0,0,0,0.0
2025-02-07,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,2,7.4820681,960,1017,0,15,1013,23,270,0,8,2,2,0,0.0
2025-02-23,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,8.97,2357,2574,0,40,2547,55,618,0,0,0,0,0,0.0
2025-02-23,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,21.39,3826,4180,0,36,4432,72,859,0,35,0,0,0,0.0
2025-01-29,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,0.37,107,122,0,2,124,3,33,0,0,0,0,0,0.0
2025-01-29,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,4.52,631,674,0,16,724,22,175,0,6,0,0,0,0.0
2025-02-17,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,audience_network,Leads,Leads de sitio web,0,0.03,1,2,0,1,2,1,3,0,0,0,0,0,0.0
2025-02-02,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,0.25,74,79,0,2,85,2,21,0,0,0,0,0,0.0
2025-02-17,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,4.92,1377,1553,0,27,1488,35,329,0,0,0,0,0,0.0
2025-02-17,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,5.38,927,982,0,12,1080,24,231,0,12,0,0,0,0.0
2025-02-01,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,4.1,632,689,0,13,738,21,177,0,8,0,0,0,0.0
2025-02-23,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,audience_network,Leads,Leads de sitio web,0,0.1,14,28,0,0,28,0,24,0,0,0,0,0,0.0
2025-02-23,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,messenger,Leads,Leads de sitio web,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
2025-02-16,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,8.28,1566,1668,0,14,1713,21,344,0,7,0,0,0,0.0
2025-02-16,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,2.34,802,921,0,10,884,13,210,0,0,0,0,0,0.0
2025-02-08,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,0.45,106,123,0,1,123,1,26,0,0,0,0,0,0.0
2025-02-08,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,instagram,Leads,Leads de sitio web,0,8.94,1127,1191,0,14,1234,21,311,0,7,0,0,0,0.0
2025-02-11,Nuevo_centro_monteclaro,Clientes_potenciales,Nuevo_monteclaro,facebook,Leads,Leads de sitio web,0,0.82,153,172,0,3,176,7,39,0,0,0,0,0,0.0
2025-02-21,Monteclaro,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Leads de sitio web,2,7.79,2059,2126,0,22,2272,38,317,0,16,2,2,0,0.0
2025-02-21,Monteclaro,Clientes_potenciales,Clientes_potenciales,facebook,Leads,Leads de sitio web,0,1.68,709,771,0,7,759,11,119,0,0,0,0,0,0.0
2025-02-22,Monteclaro,Clientes_potenciales,Clientes_potenciales,facebook,Leads,Leads de sitio web,1,0.86,383,418,0,2,412,6,45,0,0,1,1,0,0.0
2025-02-23,Monteclaro,Clientes_potenciales,Clientes_potenciales,facebook,Leads,Leads de sitio web,0,0.77,238,251,0,1,258,3,35,0,0,0,0,0,0.0
2025-02-16,Monteclaro,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Leads de sitio web,0,1.86,425,426,0,3,452,6,92,0,4,0,0,0,0.0
2025-02-22,Monteclaro,Clientes_potenciales,Clientes_potenciales,audience_network,Leads,Leads de sitio web,0,0.02,5,6,0,0,6,0,6,0,0,0,0,0,0.0
2025-02-19,Monteclaro,Clientes_potenciales,Clientes_potenciales,audience_network,Leads,Leads de sitio web,0,0.03,2,2,0,0,2,0,2,0,0,0,0,0,0.0
2025-02-19,Monteclaro,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Leads de sitio web,0,20.58,4688,4976,0,52,5377,74,848,0,22,0,0,0,0.0
2025-02-19,Monteclaro,Clientes_potenciales,Clientes_potenciales,facebook,Leads,Leads de sitio web,0,2.84,978,1130,0,5,1119,16,170,0,0,0,0,0,0.0
2025-02-18,Monteclaro,Clientes_potenciales,Clientes_potenciales,facebook,Leads,Leads de sitio web,0,2.23,806,945,0,9,935,17,155,0,0,0,0,0,0.0
2025-02-18,Monteclaro,Clientes_potenciales,Clientes_potenciales,instagram,Leads,Leads de sitio web,2,16.63,3860,4097,0,30,4273,56,836,0,25,2,2,0,0.0
2025-02-18,Monteclaro,Clientes_potenciales,Clientes_potenciales,audience_network,Leads,Leads de sitio web,0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,0.0
