Campaign name,Day,Platform,Objective,Result type,Results,Reach,Impressions,Amount spent (EUR),Views,Clicks (all),CPC (all),CTR (all),Page engagement,Facebook follows or likes,Link clicks,Instagram profile visits,Website leads,Objective,Website purchases conversion value,Estimated ad recall lift (people)
MONTECLARO,2025-04-20,instagram,All,Website leads,2,7102,7296,23.53,11480,86,0.27360465,1.17872807,1973,,63,23,2,OUTCOME_LEADS,,0
MONTECLARO,2025-04-20,instagram,OUTCOME_LEADS,Website leads,2,7102,7296,23.53,11480,86,0.27360465,1.17872807,1973,,63,23,2,OUTCOME_LEADS,,0
MONTECLARO,2025-04-19,All,All,Website leads,9,8012,8495,26.32,12513,122,0.2157377,1.43613891,2080,,82,37,9,OUTCOME_LEADS,,0
MONTECLARO,2025-04-19,audience_network,All,,,0,2,0.01,2,0,,0,2,,,0,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-19,audience_network,OUTCOME_LEADS,,,0,2,0.01,2,0,,0,2,,,0,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-19,instagram,All,Website leads,8,7040,7247,23.33,11310,114,0.20464912,1.57306472,1895,,76,37,8,OUTCOME_LEADS,,0
MONTECLARO,2025-04-19,instagram,OUTCOME_LEADS,Website leads,8,7040,7247,23.33,11310,114,0.20464912,1.57306472,1895,,76,37,8,OUTCOME_LEADS,,0
MONTECLARO,2025-04-19,facebook,All,Website leads,1,1130,1246,2.98,1201,8,0.3725,0.64205457,183,,6,0,1,OUTCOME_LEADS,,0
MONTECLARO,2025-04-19,facebook,OUTCOME_LEADS,Website leads,1,1130,1246,2.98,1201,8,0.3725,0.64205457,183,,6,0,1,OUTCOME_LEADS,,0
MONTECLARO,2025-04-18,All,All,,,8345,8492,24.46,12386,115,0.21269565,1.35421573,2130,,70,32,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-18,instagram,All,,,6836,7120,21.12,11034,88,0.24,1.23595506,1887,,55,32,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-18,instagram,OUTCOME_LEADS,,,6836,7120,21.12,11034,88,0.24,1.23595506,1887,,55,32,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-18,facebook,All,,,1318,1371,3.34,1351,27,0.1237037,1.96936543,242,,15,0,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-18,facebook,OUTCOME_LEADS,,,1318,1371,3.34,1351,27,0.1237037,1.96936543,242,,15,0,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-18,audience_network,All,,,1,1,0.00,1,0,,0,1,,,0,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-18,audience_network,OUTCOME_LEADS,,,1,1,0.00,1,0,,0,1,,,0,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-17,All,All,Website leads,7,6650,6892,22.78,9669,106,0.21490566,1.53801509,1690,,56,43,7,OUTCOME_LEADS,,0
MONTECLARO,2025-04-17,facebook,All,,,924,986,2.53,955,12,0.21083333,1.21703854,139,,4,0,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-17,facebook,OUTCOME_LEADS,,,924,986,2.53,955,12,0.21083333,1.21703854,139,,4,0,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-17,instagram,All,Website leads,7,5550,5905,20.24,8713,94,0.21531915,1.5918713,1550,,52,43,7,OUTCOME_LEADS,,0
MONTECLARO,2025-04-17,instagram,OUTCOME_LEADS,Website leads,7,5550,5905,20.24,8713,94,0.21531915,1.5918713,1550,,52,43,7,OUTCOME_LEADS,,0
MONTECLARO,2025-04-17,audience_network,All,,,0,1,0.01,1,0,,0,1,,,0,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-17,audience_network,OUTCOME_LEADS,,,0,1,0.01,1,0,,0,1,,,0,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-27,All,All,,,8999,9119,27.48,12145,99,0.27757576,1.08564536,2212,,62,28,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-27,instagram,All,,,6500,6766,21.51,9799,77,0.27935065,1.13804316,1851,,48,28,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-27,instagram,OUTCOME_LEADS,,,6500,6766,21.51,9799,77,0.27935065,1.13804316,1851,,48,28,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-27,audience_network,All,,,2,7,0.00,7,0,,0,4,,,0,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-27,audience_network,OUTCOME_LEADS,,,2,7,0.00,7,0,,0,4,,,0,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-27,facebook,All,,,2080,2346,5.97,2339,22,0.27136364,0.93776641,357,,14,0,,OUTCOME_LEADS,,0
MONTECLARO,2025-04-27,facebook,OUTCOME_LEADS,,,2080,2346,5.97,2339,22,0.27136364,0.93776641,357,,14,0,,OUTCOME_LEADS,,0
